141,116760,4938,-10447,5547,38,41,-74,35,2,0,1,1
142,117594,6956,-9915,3003,44,57,-70,14,1,0,1,1
143,118428,8566,-8900,364,30,70,-60,-5,5,0,1,1
144,119262,9893,-7461,-2380,53,76,-49,-24,3,0,1,1
145,120096,10396,-5465,-4875,57,77,-33,-40,4,0,1,1
146,120930,9927,-2967,-6912,48,73,-13,-58,2,0,1,1
147,121764,8933,-362,-8540,31,64,7,-67,4,0,1,1
148,122598,7528,2368,-9892,4,51,27,-74,4,0,1,1
149,123432,5533,4928,-10465,-5,37,43,-76,4,0,1,1
150,124266,2970,6941,-9957,-46,14,57,-71,0,0,1,1
151,125100,334,8568,-8939,-37,-7,68,-63,-2,0,1,1
152,125934,-2409,9890,-7534,-52,-27,73,-49,-2,0,1,1
153,126768,-4943,10452,-5552,-43,-43,75,-35,-2,0,1,1
154,127602,-6953,9915,-3004,-41,-57,70,-16,-4,0,1,1
155,128436,-8567,8901,-365,-31,-69,62,5,-3,0,1,1
156,129270,-9887,7459,2383,-45,-77,48,25,-4,0,1,1
157,130104,-10397,5461,4874,-63,-78,32,42,-5,0,1,1
158,130938,-9926,2966,6916,-43,-74,14,56,-4,0,1,1
159,131772,-8931,358,8540,-33,-65,-6,69,-2,0,1,1
160,132606,-7529,-2370,9893,-7,-51,-27,75,-3,0,1,1
161,133440,-5527,-4929,10464,8,-34,-43,75,-3,0,1,1
162,134274,-2968,-6946,9961,46,-15,-57,72,0,0,1,1
163,135108,-329,-8573,8938,35,7,-67,63,3,0,1,1
164,135942,2404,-9890,7534,48,26,-76,51,1,0,1,1
165,136776,4937,-10446,5547,38,43,-75,33,1,0,1,1
166,137610,6956,-9916,3004,44,59,-70,15,5,0,1,1
167,138444,8567,-8898,361,30,69,-63,-6,0,0,1,1
168,139278,9892,-7460,-2380,52,77,-49,-26,2,0,1,1
169,140112,10396,-5459,-4876,61,79,-30,-42,6,0,1,1
170,140946,9931,-2972,-6911,48,75,-13,-56,6,0,1,1
171,141780,8930,-359,-8539,32,64,7,-68,3,0,1,1
172,142614,7526,2373,-9893,6,50,27,-74,3,0,1,1
173,143448,5534,4927,-10465,-4,34,45,-76,4,0,1,1
174,144282,2969,6944,-9960,-47,14,57,-71,0,0,1,1
175,145116,331,8567,-8936,-38,-6,68,-63,-1,0,1,1
176,145950,-2411,9890,-7531,-52,-27,75,-50,-2,0,1,1
177,146784,-4944,10452,-5549,-41,-43,74,-33,-3,0,1,1
178,147618,-6952,9911,-3003,-43,-57,71,-15,0,0,1,1
179,148452,-8565,8902,-367,-30,-68,61,6,-2,0,1,1
180,149286,-9891,7455,2386,-50,-76,47,26,-3,0,1,1
181,150120,-10399,5463,4877,-59,-78,31,43,-4,0,1,1
182,150954,-9925,2967,6913,-44,-74,14,56,-4,0,1,1
183,151788,-8927,358,8538,-31,-64,-5,67,-1,0,1,1
184,152622,-7521,-2372,9891,-3,-51,-28,75,-4,0,1,1
185,153456,-5530,-4929,10466,6,-35,-45,76,-4,0,1,1
186,154290,-2967,-6947,9962,48,-13,-58,70,0,0,1,1
187,155124,-328,-8572,8939,38,8,-69,64,2,0,1,1
188,155958,2407,-9890,7530,46,26,-73,50,3,0,1,1
189,156792,4938,-10446,5550,42,42,-75,34,1,0,1,1
190,157626,6955,-9915,3000,40,57,-70,15,3,0,1,1
191,158460,8563,-8898,364,29,70,-61,-6,2,0,1,1
192,159294,9897,-7456,-2388,53,76,-48,-24,5,0,1,1
193,160128,10398,-5465,-4877,57,78,-32,-42,4,0,1,1
194,160962,9932,-2968,-6911,53,73,-14,-57,3,0,1,1
195,161796,8926,-356,-8541,29,64,8,-68,5,0,1,1
196,162630,7523,2375,-9890,7,51,26,-75,1,0,1,1
197,163464,5530,4927,-10466,-9,34,43,-76,2,0,1,1
198,164298,2973,6941,-9960,-46,16,57,-71,2,0,1,1
199,165132,329,8567,-8935,-39,-8,69,-64,-3,0,1,1
200,165966,-2418,9891,-7524,-51,-28,74,-51,-5,0,1,1
201,166800,-4950,10453,-5547,-44,-41,75,-35,-1,0,1,1
202,167634,-6959,9913,-3004,-49,-56,69,-17,-4,0,1,1
203,168468,-8568,8899,-365,-33,-69,62,6,-1,0,1,1
204,169302,-9890,7453,2393,-44,-77,49,24,-4,0,1,1
205,170136,-10396,5456,4877,-64,-77,33,43,-2,0,1,1
206,170970,-9926,2970,6917,-38,-73,15,57,-1,0,1,1
207,171804,-8931,357,8534,-40,-64,-8,68,-4,0,1,1
208,172638,-7517,-2378,9893,-2,-51,-26,77,0,0,1,1
209,173472,-5522,-4934,10467,10,-35,-42,76,-1,0,1,1
210,174306,-2966,-6949,9960,46,-15,-57,71,-1,0,1,1
211,175140,-327,-8572,8940,41,7,-67,63,3,0,1,1
212,175974,2411,-9892,7527,46,26,-74,51,3,0,1,1
213,176808,4945,-10446,5544,43,43,-75,34,2,0,1,1
214,177642,6964,-9916,2996,44,56,-71,15,1,0,1,1
215,178476,8566,-8896,357,27,69,-61,-5,3,0,1,1
216,179310,9895,-7456,-2386,52,77,-49,-25,3,0,1,1
217,180144,10398,-5457,-4880,62,76,-33,-41,1,0,1,1
218,180978,9926,-2966,-6913,47,73,-14,-55,4,0,1,1
219,181812,8930,-358,-8533,39,64,7,-68,3,0,1,1
220,182646,7520,2380,-9892,8,52,27,-75,3,0,1,1
221,183480,5528,4929,-10465,-8,34,44,-77,1,0,1,1
222,184314,2967,6949,-9962,-46,14,58,-72,-1,0,1,1
223,185148,327,8569,-8933,-37,-8,68,-63,-3,0,1,1
224,185982,-2420,9891,-7523,-51,-25,74,-49,-1,0,1,1
225,186816,-4955,10451,-5541,-45,-42,75,-34,-2,0,1,1
226,187650,-6961,9915,-3000,-45,-57,70,-15,-2,0,1,1
227,188484,-8569,8900,-363,-32,-69,60,7,-1,0,1,1
228,189318,-9894,7451,2394,-49,-76,48,25,-4,0,1,1
229,190152,-10394,5455,4881,-59,-77,33,40,-4,0,1,1
230,190986,-9926,2964,6916,-45,-74,14,57,-2,0,1,1
231,191820,-8926,358,8538,-30,-63,-7,69,-1,0,1,1
232,192654,-7520,-2376,9888,-9,-52,-28,76,-3,0,1,1
233,193488,-5515,-4940,10463,7,-34,-43,77,-1,0,1,1
234,194322,-2969,-6950,9964,45,-15,-58,72,-2,0,1,1
235,195156,-318,-8575,8937,43,6,-68,63,1,0,1,1
236,195990,2412,-9890,7526,48,26,-75,52,2,0,1,1
237,196824,4954,-10446,5537,45,44,-75,35,4,0,1,1
238,197658,6961,-9919,2997,39,58,-70,15,3,0,1,1
239,198492,8571,-8895,356,32,69,-59,-6,4,0,1,1
240,199326,9897,-7454,-2392,51,77,-48,-24,5,0,1,1
241,200160,10395,-5452,-4883,61,79,-34,-42,3,0,1,1
242,200994,9925,-2966,-6915,44,75,-13,-56,6,0,1,1
243,201828,8929,-356,-8539,34,65,6,-68,4,0,1,1
244,202662,7518,2379,-9893,4,50,26,-74,2,0,1,1
245,203496,5520,4934,-10464,-10,34,45,-76,3,0,1,1
246,204330,2964,6950,-9961,-47,13,58,-73,-2,0,1,1
247,205164,326,8570,-8934,-39,-6,68,-62,0,0,1,1
248,205998,-2425,9894,-7523,-54,-27,75,-50,-2,0,1,1
249,206832,-4960,10449,-5535,-45,-42,77,-35,0,0,1,1
250,207666,-6965,9916,-2998,-47,-59,70,-14,-3,0,1,1
251,208500,-8574,8898,-359,-34,-69,61,4,-4,0,1,1
252,209334,-9890,7458,2387,-45,-76,48,25,-3,0,1,1
253,210168,-10392,5444,4887,-61,-77,34,42,-1,0,1,1
254,211002,-9922,2961,6916,-44,-73,13,56,-4,0,1,1
255,211836,-8928,355,8539,-34,-64,-6,67,-3,0,1,1
256,212670,-7523,-2374,9889,-8,-51,-28,75,-4,0,1,1
257,213504,-5515,-4934,10462,12,-34,-43,76,-1,0,1,1
258,214338,-2958,-6951,9959,50,-15,-57,72,0,0,1,1
259,215172,-325,-8575,8940,40,7,-69,63,1,0,1,1
260,216006,2417,-9895,7525,47,25,-76,51,0,0,1,1
261,216840,4951,-10446,5540,45,44,-75,35,3,0,1,1
262,217674,6969,-9917,2994,46,58,-69,14,2,0,1,1
263,218508,8566,-8893,359,31,68,-60,-5,4,0,1,1
264,219342,9894,-7458,-2388,48,77,-49,-25,3,0,1,1
265,220176,10395,-5452,-4880,63,79,-33,-42,3,0,1,1
266,221010,9925,-2964,-6917,44,74,-12,-55,7,0,1,1
267,221844,8926,-358,-8539,29,65,7,-67,6,0,1,1
268,222678,7520,2379,-9888,10,50,27,-75,3,0,1,1
269,223512,5520,4931,-10462,-11,34,44,-76,2,0,1,1
270,224346,2965,6949,-9961,-47,15,56,-72,0,0,1,1
271,225180,327,8569,-8936,-41,-7,67,-62,-2,0,1,1
272,226014,-2418,9893,-7529,-54,-27,76,-50,0,0,1,1
273,226848,-4951,10446,-5539,-43,-42,75,-35,-3,0,1,1
274,227682,-6961,9914,-2998,-44,-58,70,-16,-5,0,1,1
275,228516,-8571,8901,-365,-34,-70,61,6,-3,0,1,1
276,229350,-9893,7461,2384,-48,-76,48,25,-3,0,1,1
277,230184,-10398,5458,4881,-59,-76,33,43,0,0,1,1
278,231018,-9920,2963,6914,-43,-73,13,57,-3,0,1,1
279,231852,-8927,360,8535,-32,-63,-8,67,-3,0,1,1
280,232686,-7524,-2367,9884,-7,-51,-26,76,-1,0,1,1
281,233520,-5520,-4933,10463,9,-34,-43,75,-3,0,1,1
282,234354,-2966,-6948,9962,48,-15,-59,73,-1,0,1,1
283,235188,-327,-8572,8941,42,8,-68,63,3,0,1,1
284,236022,2407,-9891,7532,48,27,-74,51,4,0,1,1
285,236856,4951,-10447,5539,43,42,-76,34,0,0,1,1
286,237690,6956,-9914,2998,40,56,-70,16,3,0,1,1
287,238524,8572,-8901,362,33,69,-60,-5,5,0,1,1
288,239358,9894,-7465,-2379,49,76,-48,-24,4,0,1,1
289,240192,10397,-5462,-4874,62,78,-32,-42,4,0,1,1
290,241026,9925,-2967,-6911,47,74,-13,-57,4,0,1,1
291,241860,8933,-361,-8538,34,65,7,-67,5,0,1,1
292,242694,7529,2368,-9887,9,51,26,-75,3,0,1,1
293,243528,5526,4924,-10461,-10,35,43,-76,1,0,1,1
294,244362,2966,6943,-9958,-49,16,58,-71,2,0,1,1
295,245196,328,8570,-8939,-41,-7,67,-63,-2,0,1,1
296,246030,-2413,9894,-7534,-52,-27,76,-51,-2,0,1,1
297,246864,-4947,10451,-5550,-45,-43,74,-32,-1,0,1,1
298,247698,-6960,9916,-3001,-44,-58,71,-16,-3,0,1,1
299,248532,-8571,8903,-367,-34,-69,61,4,-4,0,1,1
300,249366,-9895,7467,2376,-52,-77,48,25,-4,0,1,1
301,250200,-10396,5463,4874,-59,-78,32,42,-4,0,1,1
302,251034,-9918,2966,6909,-42,-74,13,56,-5,0,1,1
303,251868,-8929,362,8535,-32,-64,-8,68,-4,0,1,1
304,252702,-7530,-2357,9882,-4,-50,-28,75,-4,0,1,1
305,253536,-5526,-4924,10463,13,-33,-44,77,0,0,1,1
306,254370,-2973,-6940,9959,46,-14,-59,72,0,0,1,1
307,255204,-325,-8570,8941,46,7,-67,63,3,0,1,1
308,256038,2397,-9888,7539,48,27,-75,52,4,0,1,1
309,256872,4945,-10450,5551,46,43,-75,35,2,0,1,1
310,257706,6956,-9915,3004,45,57,-70,16,3,0,1,1
311,258540,8567,-8900,365,32,70,-61,-6,3,0,1,1
312,259374,9894,-7469,-2373,51,76,-47,-25,4,0,1,1
313,260208,10396,-5471,-4870,56,77,-31,-42,3,0,1,1
314,261042,9927,-2971,-6909,47,72,-12,-57,4,0,1,1
315,261876,8929,-369,-8531,29,65,7,-68,4,0,1,1
316,262710,7526,2370,-9885,10,49,26,-76,-1,0,1,1
317,263544,5537,4917,-10461,-6,35,42,-76,1,0,1,1
318,264378,2970,6941,-9959,-48,14,58,-71,1,0,1,1
319,265212,332,8563,-8936,-42,-7,68,-62,-1,0,1,1
320,266046,-2409,9890,-7534,-52,-25,75,-50,0,0,1,1
321,266880,-4947,10453,-5553,-46,-42,75,-34,-1,0,1,1
322,267714,-6957,9921,-3008,-43,-55,69,-15,-1,0,1,1
323,268548,-8570,8903,-370,-36,-69,62,6,-2,0,1,1
324,269382,-9892,7470,2375,-47,-76,49,24,-3,0,1,1
325,270216,-10395,5469,4871,-55,-76,33,42,-1,0,1,1
326,271050,-9925,2970,6908,-47,-73,14,56,-4,0,1,1
327,271884,-8926,365,8532,-29,-64,-7,68,-2,0,1,1
328,272718,-7528,-2359,9885,-2,-52,-28,76,-3,0,1,1
329,273552,-5533,-4921,10463,9,-34,-42,76,0,0,1,1
330,274386,-2971,-6938,9960,51,-15,-56,71,0,0,1,1
331,275220,-329,-8567,8939,43,6,-68,64,2,0,1,1
332,276054,2406,-9889,7533,50,26,-75,53,4,0,1,1
333,276888,4944,-10452,5557,48,43,-76,33,0,0,1,1
334,277722,6962,-9920,3001,43,58,-71,14,1,0,1,1
335,278556,8570,-8904,365,31,69,-60,-6,4,0,1,1
336,279390,9893,-7467,-2378,47,75,-47,-26,2,0,1,1
337,280224,10398,-5472,-4865,62,78,-33,-41,3,0,1,1
338,281058,9920,-2970,-6905,45,74,-13,-57,4,0,1,1
339,281892,8931,-369,-8530,31,62,8,-68,2,0,1,1
340,282726,7524,2369,-9888,4,50,26,-76,0,0,1,1
341,283560,5533,4917,-10464,-14,34,43,-77,1,0,1,1
342,284394,2969,6942,-9959,-48,15,58,-72,1,0,1,1
343,285228,325,8567,-8934,-42,-6,68,-63,-2,0,1,1
344,286062,-2417,9893,-7530,-53,-26,75,-51,-1,0,1,1
345,286896,-4949,10456,-5554,-46,-43,75,-34,-2,0,1,1
346,287730,-6964,9922,-3005,-46,-57,70,-15,-2,0,1,1
347,288564,-8574,8906,-364,-32,-68,60,4,-3,0,1,1
348,289398,-9900,7468,2381,-51,-76,48,24,-4,0,1,1
349,290232,-10404,5473,4873,-58,-77,32,43,-2,0,1,1
350,291066,-9910,2966,6907,-37,-73,13,57,-4,0,1,1
351,291900,-8928,366,8527,-35,-64,-6,68,-2,0,1,1
352,292734,-7517,-2371,9885,-2,-50,-27,75,-2,0,1,1
353,293568,-5532,-4923,10464,9,-35,-43,77,-2,0,1,1
354,294402,-2964,-6949,9959,47,-14,-58,72,1,0,1,1
355,295236,-329,-8567,8940,44,7,-68,62,1,0,1,1
356,296070,2418,-9893,7527,52,27,-74,51,3,0,1,1
357,296904,4948,-10451,5547,44,44,-76,33,1,0,1,1
358,297738,6964,-9923,3001,42,56,-69,14,1,0,1,1
359,298572,8572,-8899,362,35,68,-61,-5,2,0,1,1
360,299406,9892,-7469,-2378,44,76,-47,-26,4,0,1,1
361,300240,10399,-5462,-4871,66,78,-32,-43,3,0,1,1
362,301074,9913,-2967,-6903,43,72,-14,-56,3,0,1,1
363,301908,8930,-365,-8532,33,62,8,-68,2,0,1,1
364,302742,7519,2374,-9886,6,51,27,-76,2,0,1,1
365,303576,5532,4918,-10460,-10,34,44,-77,1,0,1,1
366,304410,2969,6945,-9960,-47,15,57,-73,-2,0,1,1
367,305244,328,8568,-8937,-41,-6,69,-62,0,0,1,1
368,306078,-2416,9893,-7529,-51,-26,74,-51,-2,0,1,1
369,306912,-4951,10453,-5552,-49,-42,74,-34,-3,0,1,1
370,307746,-6967,9922,-3004,-49,-56,71,-14,1,0,1,1
371,308580,-8572,8909,-369,-32,-69,60,6,-2,0,1,1
372,309414,-9898,7464,2385,-49,-76,48,26,-2,0,1,1
373,310248,-10394,5463,4873,-58,-77,33,42,-2,0,1,1
374,311082,-9918,2968,6908,-42,-72,14,56,-1,0,1,1
375,311916,-8922,361,8529,-31,-64,-6,68,-1,0,1,1
376,312750,-7524,-2363,9878,-8,-51,-26,77,-1,0,1,1
377,313584,-5527,-4925,10462,10,-34,-43,77,0,0,1,1
378,314418,-2972,-6942,9964,50,-14,-57,72,1,0,1,1
379,315252,-328,-8572,8940,40,8,-67,63,4,0,1,1
380,316086,2408,-9891,7530,47,26,-75,51,2,0,1,1
381,316920,4948,-10449,5549,49,42,-75,35,2,0,1,1
382,317754,6968,-9921,3002,48,57,-70,17,4,0,1,1
383,318588,8565,-8905,367,27,69,-61,-6,2,0,1,1
384,319422,9896,-7463,-2380,53,74,-49,-24,2,0,1,1
385,320256,10389,-5464,-4869,57,77,-32,-42,3,0,1,1
386,321090,9924,-2974,-6905,45,74,-14,-55,4,0,1,1
387,321924,8931,-368,-8531,32,64,7,-68,4,0,1,1
388,322758,7525,2369,-9885,8,51,26,-76,1,0,1,1
389,323592,5532,4920,-10463,-10,35,43,-78,0,0,1,1
390,324426,2970,6944,-9960,-47,15,59,-72,2,0,1,1
391,325260,333,8564,-8937,-40,-6,70,-64,-1,0,1,1
392,326094,-2413,9891,-7529,-51,-26,74,-51,-2,0,1,1
393,326928,-4955,10452,-5547,-49,-43,76,-34,-1,0,1,1
394,327762,-6962,9924,-3007,-44,-57,70,-15,-3,0,1,1
395,328596,-8571,8908,-369,-32,-68,62,7,1,0,1,1
396,329430,-9887,7469,2374,-44,-75,49,24,-2,0,1,1
397,330264,-10391,5461,4868,-62,-77,33,42,-2,0,1,1
398,331098,-9917,2968,6909,-40,-73,14,57,-3,0,1,1
399,331932,-8933,371,8529,-33,-65,-7,68,-3,0,1,1
400,332766,-7527,-2362,9885,-3,-52,-26,75,-2,0,1,1
401,333600,-5528,-4924,10461,9,-34,-43,76,-1,0,1,1
402,334434,-2967,-6946,9963,50,-15,-59,73,0,0,1,1
403,335268,-330,-8569,8942,43,6,-68,64,1,0,1,1
404,336102,2407,-9890,7531,48,26,-75,53,4,0,1,1
405,336936,4948,-10447,5548,48,42,-75,34,0,0,1,1
406,337770,6965,-9922,3002,45,56,-69,15,2,0,1,1
407,338604,8573,-8905,369,37,68,-61,-6,1,0,1,1
408,339438,9895,-7470,-2376,48,77,-50,-26,2,0,1,1
409,340272,10387,-5465,-4867,56,77,-32,-40,5,0,1,1
410,341106,9921,-2970,-6904,48,73,-13,-55,4,0,1,1
411,341940,8932,-370,-8531,31,63,7,-69,2,0,1,1
412,342774,7532,2362,-9886,8,50,27,-76,1,0,1,1
413,343608,5532,4920,-10461,-9,34,43,-77,1,0,1,1
414,344442,2969,6941,-9957,-48,15,57,-72,0,0,1,1
415,345276,327,8569,-8937,-41,-7,69,-63,-2,0,1,1
